treat,age,edu,black,hispanic,married,nodegree,re75,re78,sample
0,39,12,0,0,1,0,24187.26,25477.48,cps-1
0,42,12,0,0,1,0,12310.26,25564.67,cps-1
0,52,12,0,0,1,0,24650.95,24883.44,cps-1
0,48,12,0,0,1,0,0,0,cps-1
0,20,12,0,0,0,0,15190.89,19763.12,cps-1
0,28,10,0,0,1,1,3614.661,15928.41,cps-1
0,25,13,0,0,1,0,25243.55,25564.67,cps-1
0,52,8,0,0,0,1,17883.53,1885.579,cps-1
0,21,14,0,0,0,0,8409.145,20841.86,cps-1
0,34,12,0,0,1,0,19009.65,18572.07,cps-1
0,27,14,0,0,1,0,12979.84,18573.55,cps-1
0,44,12,0,0,1,0,5030.806,0,cps-1
0,16,10,0,0,0,1,0,8733.364,cps-1
0,44,13,0,0,1,0,3881.419,3104.704,cps-1
0,37,13,0,0,1,0,882.629,2365.84,cps-1
0,31,15,0,0,1,0,5465.855,19073.02,cps-1
0,23,12,0,0,1,0,757.3065,15895.9,cps-1
0,27,12,0,0,1,0,15785.27,23074.7,cps-1
0,45,6,0,0,0,1,16526.47,16404.24,cps-1
0,48,12,0,0,1,0,0,0,cps-1
0,24,12,0,0,1,0,15418.26,18557.29,cps-1
0,20,13,0,0,1,0,6647.468,3088.449,cps-1
0,31,12,0,0,1,0,0,0,cps-1
0,29,12,0,0,1,0,12251.18,14647.23,cps-1
0,24,10,0,0,1,1,0,5040.525,cps-1
0,45,8,0,0,1,1,4506.242,9088.018,cps-1
0,16,9,0,0,0,1,0,3383.994,cps-1
0,26,12,0,0,1,0,23442.48,22646.16,cps-1
0,25,12,0,0,1,0,15380.66,16492.91,cps-1
0,51,18,0,0,1,0,25243.55,25564.67,cps-1
0,38,10,0,0,1,1,25243.55,24151.96,cps-1
0,32,12,0,0,1,0,19194.05,0,cps-1
0,47,12,0,0,0,0,25243.55,25564.67,cps-1
0,46,10,0,0,1,1,25243.55,25564.67,cps-1
0,23,12,0,0,1,0,23499.77,6462.098,cps-1
0,22,12,0,0,0,0,9481.548,9949.533,cps-1
0,24,10,0,0,1,1,3210.048,20043.88,cps-1
0,35,12,0,0,0,0,21260.08,25272.08,cps-1
0,32,14,0,0,1,0,25243.55,25560.24,cps-1
0,37,12,0,0,1,0,23539.16,25564.67,cps-1
0,29,17,0,0,1,0,3022.065,15697.89,cps-1
0,49,8,0,0,1,1,25243.55,0,cps-1
0,43,12,0,0,1,0,14016.44,25564.67,cps-1
0,54,12,0,0,1,0,15273.24,24930.73,cps-1
0,23,14,0,0,1,0,11209.21,6565.539,cps-1
0,18,12,0,0,0,0,4633.355,5579.896,cps-1
0,47,8,0,0,1,1,17638.26,21103.41,cps-1
0,19,10,0,0,0,1,30.43548,22655.03,cps-1
0,31,14,0,0,1,0,0,22199.89,cps-1
0,27,14,0,0,1,0,9340.113,19251.82,cps-1
0,22,13,0,0,0,0,3944.081,14523.1,cps-1
0,39,12,0,0,1,0,25243.55,25564.67,cps-1
0,30,12,0,0,1,0,25243.55,23875.63,cps-1
0,38,17,0,0,1,0,16424.42,14045.79,cps-1
0,29,14,0,0,1,0,0,0,cps-1
0,26,11,0,0,1,1,17299.89,15316.64,cps-1
0,26,17,0,0,1,0,19788.44,25564.67,cps-1
0,18,11,0,0,0,1,5401.403,20488.68,cps-1
0,30,14,0,0,1,0,2314.887,21876.26,cps-1
0,33,8,0,0,1,1,22382.61,25564.67,cps-1
0,52,12,0,0,1,0,12668.32,21520.13,cps-1
0,25,12,0,0,0,0,8360.806,7474.341,cps-1
0,23,12,0,0,0,0,0,4715.425,cps-1
0,21,13,0,0,0,0,14725.4,25564.67,cps-1
0,44,12,0,0,1,0,16182.73,21121.15,cps-1
0,32,13,0,0,0,0,20391.77,6561.106,cps-1
0,34,18,0,0,0,0,524.5645,0,cps-1
0,27,14,0,0,0,0,24045.82,25564.67,cps-1
0,26,14,0,0,0,0,17532.63,24432.73,cps-1
0,26,12,0,0,0,0,16154.08,21613.23,cps-1
0,40,11,0,0,1,1,5508.823,10948.48,cps-1
0,27,13,0,0,1,0,0,25564.67,cps-1
0,34,12,0,0,1,0,22713.82,23274.19,cps-1
0,46,12,0,0,1,0,537.0968,0,cps-1
0,49,12,0,0,1,0,25243.55,25564.67,cps-1
0,55,10,0,0,1,1,22060.35,1536.836,cps-1
0,33,12,0,0,1,0,25243.55,25564.67,cps-1
0,45,12,0,0,1,0,25243.55,25564.67,cps-1
0,29,12,0,0,1,0,9687.435,7211.306,cps-1
0,28,17,0,0,1,0,0,0,cps-1
0,24,13,0,0,0,0,14791.65,25564.67,cps-1
0,21,12,0,0,0,0,10639.89,16701.27,cps-1
0,23,12,0,0,1,0,10203.05,17980.98,cps-1
0,49,12,0,0,1,0,20565.44,25564.67,cps-1
0,45,10,1,0,1,1,15171.19,25564.67,cps-1
0,48,7,0,0,1,1,4636.935,0,cps-1
0,50,7,0,0,1,1,22674.44,24109.11,cps-1
0,52,8,0,0,1,1,13178.56,22616.61,cps-1
0,45,13,0,0,1,0,19657.74,14500.93,cps-1
0,50,16,0,0,1,0,18243.39,20481.29,cps-1
0,19,12,0,0,0,0,4620.823,3060.372,cps-1
0,17,14,0,0,0,0,1226.371,4617.896,cps-1
0,39,12,0,0,1,0,25243.55,25564.67,cps-1
0,22,16,0,0,1,0,8794.065,25564.67,cps-1
0,20,13,0,0,1,0,13987.79,24576.07,cps-1
0,25,14,0,0,1,0,8854.935,0,cps-1
0,23,12,0,0,1,0,17230.06,25564.67,cps-1
0,23,16,0,0,0,0,134.2742,20676.35,cps-1
0,25,17,0,0,1,0,2042.758,4106.602,cps-1
0,23,12,0,0,0,0,2588.806,1918.089,cps-1
0,29,13,0,0,1,0,25243.55,25564.67,cps-1
0,43,16,0,0,1,0,21249.34,25564.67,cps-1
0,19,12,0,0,1,0,11902.06,25564.67,cps-1
0,19,12,1,0,0,0,12136.6,8074.298,cps-1
0,45,9,0,0,1,1,15930.29,25564.67,cps-1
0,17,10,0,0,0,1,0,4193.788,cps-1
0,31,12,0,0,1,0,17052.82,0,cps-1
0,45,8,1,0,0,1,0,31.03226,cps-1
0,46,12,0,0,1,0,25243.55,25564.67,cps-1
0,36,14,0,0,1,0,25243.55,25564.67,cps-1
0,25,16,0,0,1,0,25243.55,22887.03,cps-1
0,27,18,0,0,0,0,11094.63,25564.67,cps-1
0,53,12,0,0,1,0,25243.55,0,cps-1
0,26,16,0,0,1,0,25243.55,25564.67,cps-1
0,40,10,0,0,1,1,25243.55,19002.09,cps-1
0,35,6,0,0,1,1,19192.26,20136.98,cps-1
0,28,12,0,0,1,0,23404.89,19736.52,cps-1
0,23,10,0,0,1,1,10826.08,8062.476,cps-1
0,22,12,0,0,1,0,15846.15,25564.67,cps-1
0,37,12,1,0,1,0,23122.02,25564.67,cps-1
0,46,12,0,0,1,0,25243.55,25564.67,cps-1
0,21,15,0,0,1,0,4223.371,0,cps-1
0,26,13,0,0,0,0,6497.081,20799,cps-1
0,38,12,1,0,1,0,22923.29,25564.67,cps-1
0,36,12,1,0,1,0,25243.55,25564.67,cps-1
0,26,14,0,0,0,0,21609.19,0,cps-1
0,21,12,0,0,0,0,608.7097,11221.86,cps-1
0,51,12,1,0,1,0,2350.694,10131.29,cps-1
0,20,13,1,0,0,0,0,3521.422,cps-1
0,21,12,1,0,1,0,272.129,5990.704,cps-1
0,26,11,1,0,1,1,18159.24,20405.93,cps-1
0,21,11,1,0,1,1,25202.37,20269.98,cps-1
0,36,12,0,0,1,0,25243.55,25564.67,cps-1
0,39,12,0,0,0,0,25243.55,3855.389,cps-1
0,24,12,0,0,1,0,0,0,cps-1
0,45,11,0,0,1,1,12102.58,0,cps-1
0,27,12,1,0,1,0,16605.24,14330.99,cps-1
0,33,12,0,1,0,0,25243.55,25564.67,cps-1
0,26,9,0,1,1,1,2631.774,16294.89,cps-1
0,27,12,0,0,1,0,751.9355,0,cps-1
0,31,10,0,1,1,1,17919.34,21326.55,cps-1
0,39,10,0,0,1,1,19344.44,868.9032,cps-1
0,37,8,0,0,1,1,11866.26,8918.08,cps-1
0,54,8,0,0,1,1,20137.55,17918.91,cps-1
0,27,12,0,0,1,0,0,9747.084,cps-1
0,29,10,0,0,1,1,14777.32,25564.67,cps-1
0,27,18,0,0,1,0,23218.69,25564.67,cps-1
0,35,10,0,0,1,1,13166.03,25564.67,cps-1
0,33,14,1,0,1,0,0,0,cps-1
0,17,11,0,0,0,1,0,0,cps-1
0,20,13,0,0,1,0,1312.306,12299.12,cps-1
0,39,8,1,0,1,1,25243.55,25564.67,cps-1
0,51,8,0,0,1,1,16581.97,25564.67,cps-1
0,28,8,0,0,1,1,0,19516.33,cps-1
0,47,4,0,0,1,1,16374.29,15860.44,cps-1
0,29,15,1,0,1,0,0,0,cps-1
0,36,8,1,0,1,1,19308.63,0,cps-1
0,35,15,0,0,0,0,20817.87,22996.38,cps-1
0,49,9,0,0,1,1,25243.55,25564.67,cps-1
0,33,17,0,0,1,0,8264.129,25564.67,cps-1
0,25,15,0,0,0,0,18153.87,23689.43,cps-1
0,34,12,0,0,0,0,10577.23,25526.25,cps-1
0,43,11,0,0,1,1,14882.95,11941.51,cps-1
0,49,12,0,0,1,0,25243.55,25564.67,cps-1
0,19,12,0,0,0,0,2450.952,10185.97,cps-1
0,16,10,0,0,0,1,0,13456.18,cps-1
0,45,17,0,0,1,0,25243.55,25564.67,cps-1
0,23,16,0,0,0,0,6835.452,23312.61,cps-1
0,24,12,0,0,1,0,19817.08,25564.67,cps-1
0,30,12,0,0,1,0,4388.081,25564.67,cps-1
0,45,12,0,0,1,0,25243.55,25564.67,cps-1
0,17,9,0,0,0,1,1050.919,13948.26,cps-1
0,27,16,0,0,1,0,25243.55,25564.67,cps-1
0,19,11,0,0,0,1,263.1774,9741.174,cps-1
0,48,10,1,0,0,1,12313.84,25564.67,cps-1
0,32,12,0,0,1,0,25243.55,0,cps-1
0,40,12,0,0,1,0,22806.92,25564.67,cps-1
0,24,12,0,0,1,0,17362.55,0,cps-1
0,30,12,1,0,1,0,14961.73,5343.459,cps-1
0,19,12,0,0,0,0,7236.484,20321.7,cps-1
0,22,11,0,0,1,1,864.7258,25564.67,cps-1
0,28,10,0,0,1,1,25243.55,25564.67,cps-1
0,35,10,0,0,1,1,22463.18,19987.73,cps-1
0,23,14,1,0,1,0,18798.39,20176.88,cps-1
0,25,10,0,0,1,1,5181.194,12418.81,cps-1
0,55,16,0,0,0,0,18689.18,14601.42,cps-1
0,31,12,0,0,1,0,6749.516,6685.235,cps-1
0,26,18,0,0,1,0,19319.37,25037.12,cps-1
0,24,15,0,0,1,0,24015.39,25564.67,cps-1
0,48,13,0,0,1,0,0,0,cps-1
0,30,12,0,0,1,0,13819.5,0,cps-1
0,31,15,0,0,1,0,10450.11,25564.67,cps-1
0,19,12,0,0,1,0,19654.16,25564.67,cps-1
0,27,14,0,0,1,0,24847.89,25564.67,cps-1
0,54,8,0,0,1,1,22667.27,22021.08,cps-1
0,43,12,0,0,1,0,19673.85,23218.04,cps-1
0,18,13,0,0,0,0,2681.903,14772.83,cps-1
0,23,9,0,0,0,1,7141.597,9088.018,cps-1
0,40,14,0,0,0,0,24572.18,25564.67,cps-1
0,30,12,0,0,1,0,19446.48,25564.67,cps-1
0,33,12,0,0,1,0,420.7258,0,cps-1
0,29,12,0,0,1,0,25243.55,25564.67,cps-1
0,24,14,0,0,1,0,3908.274,914.7127,cps-1
0,24,14,0,0,0,0,16660.74,25564.67,cps-1
0,30,14,0,0,1,0,0,0,cps-1
0,26,15,0,0,1,0,25243.55,25564.67,cps-1
0,41,12,0,0,1,0,25243.55,25564.67,cps-1
0,48,14,0,0,1,0,25243.55,25564.67,cps-1
0,34,10,0,0,1,1,25243.55,25564.67,cps-1
0,28,12,0,0,1,0,288.2419,0,cps-1
0,30,14,0,0,1,0,21469.55,22140.78,cps-1
0,29,12,0,0,0,0,19999.69,22041.77,cps-1
0,25,16,0,0,0,0,5729.032,17089.91,cps-1
0,28,12,0,0,1,0,25243.55,25564.67,cps-1
0,31,12,0,0,1,0,3671.952,17651.44,cps-1
0,55,12,0,0,1,0,24090.58,24908.56,cps-1
0,46,16,0,0,1,0,24577.55,25337.1,cps-1
0,44,12,0,0,1,0,23897.23,22018.13,cps-1
0,35,12,1,0,1,0,12854.52,19241.48,cps-1
0,39,12,0,0,1,0,22375.45,23306.7,cps-1
0,29,13,0,0,1,0,13427.42,25564.67,cps-1
0,31,12,0,0,1,0,25243.55,25564.67,cps-1
0,35,17,0,0,0,0,5059.452,0,cps-1
0,33,12,0,0,0,0,8810.177,8130.452,cps-1
0,19,12,0,0,0,0,1933.548,0,cps-1
0,27,12,0,0,1,0,3983.468,6054.246,cps-1
0,24,16,0,0,0,0,3507.242,8955.023,cps-1
0,22,12,0,0,0,0,17829.82,25564.67,cps-1
0,27,12,0,0,1,0,19544.95,23116.08,cps-1
0,43,16,0,0,1,0,17545.16,0,cps-1
0,38,14,0,0,1,0,21333.48,7246.771,cps-1
0,19,13,0,1,0,0,2834.081,8604.802,cps-1
0,29,12,0,0,1,0,25243.55,25564.67,cps-1
0,37,13,0,0,1,0,25243.55,25564.67,cps-1
0,16,10,0,0,0,1,306.1452,19089.27,cps-1
0,54,12,0,0,1,0,9896.903,0,cps-1
0,38,8,0,0,1,1,5174.032,0,cps-1
0,35,12,0,0,1,0,20205.58,21698.94,cps-1
0,20,9,0,0,0,1,1715.129,2837.235,cps-1
0,55,8,0,0,0,1,9535.258,0,cps-1
0,28,12,0,0,1,0,10716.87,0,cps-1
0,25,13,0,0,1,0,0,1195.481,cps-1
0,30,12,0,0,1,0,0,0,cps-1
0,38,9,0,0,1,1,23764.74,25564.67,cps-1
0,23,10,0,0,1,1,17097.58,25564.67,cps-1
0,34,9,0,0,1,1,2101.839,20726.59,cps-1
0,53,0,0,0,0,1,1398.242,1167.404,cps-1
0,42,11,0,0,1,1,18835.98,19757.2,cps-1
0,26,12,0,0,0,0,25243.55,25564.67,cps-1
0,32,12,0,0,1,0,19380.24,21651.65,cps-1
0,51,12,0,0,1,0,0,0,cps-1
0,23,14,0,0,0,0,19034.71,20451.74,cps-1
0,33,12,0,0,1,0,0,0,cps-1
0,35,9,0,0,1,1,0,11337.12,cps-1
0,46,12,1,0,0,0,25243.55,25564.67,cps-1
0,47,15,0,0,1,0,18742.89,0,cps-1
0,25,17,0,0,0,0,0,0,cps-1
0,41,14,0,0,0,0,8690.226,0,cps-1
0,20,9,0,0,1,1,0,15892.95,cps-1
0,22,11,0,0,1,1,20273.61,25564.67,cps-1
0,29,16,0,0,1,0,14838.19,18111.02,cps-1
0,51,12,0,0,1,0,22567.02,24800.69,cps-1
0,44,13,0,0,1,0,25243.55,25564.67,cps-1
0,20,12,0,0,0,0,2116.161,0,cps-1
0,18,11,0,0,0,1,0,11719.85,cps-1
0,33,12,0,0,1,0,25243.55,25564.67,cps-1
0,27,12,0,0,1,0,21109.69,25564.67,cps-1
0,52,16,0,0,0,0,25243.55,25564.67,cps-1
0,24,18,0,0,0,0,15432.58,341.3548,cps-1
0,41,13,0,0,1,0,18300.68,19537.02,cps-1
0,28,8,0,0,1,1,10638.1,25564.67,cps-1
0,17,12,0,0,0,0,5061.242,3592.353,cps-1
0,38,12,0,0,1,0,25243.55,25564.67,cps-1
0,45,14,0,0,1,0,25243.55,16002.3,cps-1
0,40,12,0,0,0,0,20601.24,20841.86,cps-1
0,28,13,0,0,1,0,25064.52,25564.67,cps-1
0,26,12,0,0,0,0,25243.55,8686.077,cps-1
0,27,12,0,0,1,0,18186.1,19356.74,cps-1
0,28,8,0,0,1,1,18855.68,24992.79,cps-1
0,28,16,0,0,1,0,24556.06,20666.01,cps-1
0,53,12,0,0,1,0,20816.08,19800.06,cps-1
0,54,12,0,0,1,0,23762.95,24027.83,cps-1
0,33,12,0,0,1,0,24688.55,25564.67,cps-1
0,36,12,0,0,1,0,0,2365.84,cps-1
0,31,12,0,0,1,0,25243.55,25564.67,cps-1
0,30,12,0,0,1,0,18613.98,19541.46,cps-1
0,41,11,0,0,1,1,3399.823,9999.776,cps-1
0,37,11,0,0,1,1,17332.11,9325.932,cps-1
0,18,9,0,0,0,1,1575.484,7438.876,cps-1
0,24,11,0,0,1,1,9366.968,20516.76,cps-1
0,21,9,1,0,0,1,470.8548,1223.558,cps-1
0,55,12,0,0,1,0,1718.71,824.5714,cps-1
0,37,12,0,0,1,0,24269.61,9949.533,cps-1
0,53,5,0,0,1,1,25243.55,25564.67,cps-1
0,28,13,0,0,1,0,25243.55,25564.67,cps-1
0,20,12,0,0,0,0,375.9677,1938.777,cps-1
0,35,18,0,0,1,0,25243.55,25564.67,cps-1
0,43,18,0,0,1,0,25243.55,25564.67,cps-1
0,18,11,0,0,0,1,0,0,cps-1
0,29,16,0,0,1,0,25243.55,25564.67,cps-1
0,26,11,0,0,1,1,25243.55,25564.67,cps-1
0,46,8,0,0,1,1,7202.468,11180.48,cps-1
0,27,13,0,0,1,0,12741.73,15653.56,cps-1
0,26,16,0,0,1,0,1217.419,14570.38,cps-1
0,28,17,0,0,1,0,15344.85,20447.3,cps-1
0,35,14,0,0,1,0,15246.39,25564.67,cps-1
0,29,16,0,0,1,0,25243.55,0,cps-1
0,49,11,0,0,1,1,10525.31,25564.67,cps-1
0,17,11,0,0,0,1,0,1609.244,cps-1
0,34,16,0,0,1,0,0,0,cps-1
0,22,12,0,0,1,0,20355.97,19834.05,cps-1
0,16,9,0,0,0,1,0,8720.065,cps-1
0,21,12,0,0,1,0,13037.13,18523.3,cps-1
0,32,9,0,0,1,1,8550.581,0,cps-1
0,55,12,0,0,1,0,5295.774,5646.393,cps-1
0,16,10,0,0,0,1,0,14231.98,cps-1
0,39,12,0,0,1,0,15710.08,0,cps-1
0,29,12,0,0,1,0,6932.129,24290.87,cps-1
0,25,14,0,0,1,0,22894.65,25564.67,cps-1
0,25,12,0,0,1,0,11928.92,17800.69,cps-1
0,29,11,0,0,0,1,5217,13575.87,cps-1
0,30,12,0,0,1,0,3804.435,25564.67,cps-1
0,24,11,0,0,1,1,17804.76,19466.09,cps-1
0,25,9,0,0,1,1,9554.952,15195.46,cps-1
0,51,11,0,0,1,1,0,0,cps-1
0,17,11,0,0,0,1,510.2419,5788.255,cps-1
0,43,13,0,0,1,0,429.6774,6632.037,cps-1
0,41,12,0,0,1,0,10747.31,47.28725,cps-1
0,18,11,0,0,0,1,0,0,cps-1
0,23,12,0,0,1,0,11121.48,6470.965,cps-1
0,36,12,0,0,1,0,4296.774,10704.65,cps-1
0,22,12,0,0,1,0,12892.11,9571.235,cps-1
0,18,12,0,0,1,0,2708.758,8520.571,cps-1
0,27,14,0,0,1,0,11697.97,9018.565,cps-1
0,50,10,0,0,1,1,15011.85,18580.93,cps-1
0,29,12,0,0,1,0,4389.871,10754.89,cps-1
0,52,12,0,0,1,0,23370.87,22096.45,cps-1
0,22,12,0,0,0,0,13183.94,6296.593,cps-1
0,32,12,0,0,1,0,13268.08,4424.313,cps-1
0,42,12,0,0,1,0,0,0,cps-1
0,18,11,0,0,0,1,1767.048,4093.303,cps-1
0,22,12,0,0,1,0,20314.79,0,cps-1
0,35,12,0,0,1,0,25243.55,0,cps-1
0,21,12,0,0,0,0,5111.371,16173.72,cps-1
0,29,13,0,0,1,0,8815.548,6194.63,cps-1
0,34,12,0,0,0,0,0,0,cps-1
0,22,16,0,0,0,0,13959.15,13961.56,cps-1
0,20,12,0,0,1,0,13871.42,17485.94,cps-1
0,28,8,0,0,1,1,0,1590.034,cps-1
0,47,13,0,0,1,0,15019.02,286.679,cps-1
0,25,7,0,0,1,1,7947.242,13119.26,cps-1
0,29,12,0,0,1,0,14483.71,20168.01,cps-1
0,29,17,0,0,1,0,15215.95,18747.92,cps-1
0,29,18,0,0,1,0,20839.35,25564.67,cps-1
0,44,10,0,0,1,1,20320.16,11199.69,cps-1
0,19,13,0,0,1,0,3029.226,16207.71,cps-1
0,23,14,0,0,0,0,4986.048,8649.134,cps-1
0,19,13,0,0,0,0,1709.758,0,cps-1
0,17,10,0,0,0,1,556.7903,8261.969,cps-1
0,51,12,0,0,1,0,3324.629,2485.536,cps-1
0,19,12,0,0,0,0,0,10806.61,cps-1
0,19,11,0,0,0,1,1031.226,3525.856,cps-1
0,54,12,0,0,0,0,21464.18,20898.01,cps-1
0,29,16,0,0,0,0,17600.66,3936.664,cps-1
0,29,12,0,0,1,0,15672.48,21428.51,cps-1
0,37,8,0,0,1,1,4919.806,5950.805,cps-1
0,42,12,0,0,1,0,25223.85,22858.95,cps-1
0,48,14,0,0,1,0,16771.74,25564.67,cps-1
0,21,12,0,0,0,0,281.0806,9175.204,cps-1
0,25,12,0,0,1,0,17448.48,21478.76,cps-1
0,39,13,0,0,1,0,9257.758,1525.014,cps-1
0,19,12,0,0,1,0,14515.94,3208.144,cps-1
0,26,12,0,0,1,0,17421.63,21700.41,cps-1
0,20,11,0,0,1,1,10244.23,25564.67,cps-1
0,52,12,0,0,1,0,25243.55,25564.67,cps-1
0,30,10,0,0,1,1,25243.55,25564.67,cps-1
0,27,12,0,0,1,0,23816.66,25564.67,cps-1
0,29,14,0,0,1,0,4923.387,25564.67,cps-1
0,24,16,0,0,1,0,19113.48,21527.52,cps-1
0,22,12,0,0,1,0,12401.56,12435.07,cps-1
0,40,12,0,0,1,0,25243.55,25564.67,cps-1
0,45,12,0,0,1,0,25243.55,25564.67,cps-1
0,27,16,0,0,1,0,20053.4,0,cps-1
0,20,12,0,0,0,0,0,1631.41,cps-1
0,22,12,0,0,0,0,16139.76,16776.63,cps-1
0,50,12,0,0,1,0,0,25019.39,cps-1
0,29,9,0,0,1,1,16761,18830.67,cps-1
0,25,9,0,0,1,1,1901.323,1898.879,cps-1
0,27,12,0,0,1,0,21909.97,21632.44,cps-1
0,51,18,0,0,1,0,24437.9,11489.32,cps-1
0,32,16,0,0,0,0,14351.23,23107.21,cps-1
0,26,12,0,0,0,0,21609.19,24039.66,cps-1
0,19,12,0,0,1,0,12134.81,20874.37,cps-1
0,33,12,0,0,1,0,18520.89,18147.96,cps-1
0,30,18,0,0,1,0,25243.55,25564.67,cps-1
0,21,14,0,0,0,0,3847.403,5619.794,cps-1
0,37,12,0,0,1,0,17077.89,17338.17,cps-1
0,51,8,0,0,1,1,4771.21,5825.198,cps-1
0,52,12,0,0,1,0,18621.15,8019.622,cps-1
0,28,17,1,0,0,0,3242.274,0,cps-1
0,18,12,0,0,0,0,0,15024.05,cps-1
0,17,11,0,0,0,1,2520.774,2720.495,cps-1
0,40,18,0,0,1,0,0,25564.67,cps-1
0,22,12,0,0,0,0,25243.55,24627.79,cps-1
0,36,12,0,0,1,0,25243.55,25564.67,cps-1
0,36,12,0,0,1,0,25243.55,25564.67,cps-1
0,30,13,0,0,1,0,25243.55,25564.67,cps-1
0,27,12,0,0,1,0,22259.08,0,cps-1
0,24,16,0,0,0,0,2442,15847.14,cps-1
0,26,16,0,0,1,0,17634.68,25564.67,cps-1
0,47,12,0,0,1,0,20962.89,20903.92,cps-1
0,30,12,0,0,1,0,25243.55,25564.67,cps-1
0,21,14,0,0,1,0,19015.02,24095.81,cps-1
0,35,12,0,0,1,0,456.5323,7288.147,cps-1
0,47,11,0,0,1,1,25243.55,25564.67,cps-1
0,28,14,0,0,0,0,14039.71,10775.58,cps-1
0,30,12,0,0,1,0,13814.13,25564.67,cps-1
0,49,14,0,0,1,0,25243.55,0,cps-1
0,38,14,0,0,1,0,25243.55,25564.67,cps-1
0,28,16,0,0,1,0,21394.35,25564.67,cps-1
0,32,12,1,0,1,0,22864.21,25564.67,cps-1
0,33,12,0,0,1,0,25243.55,25564.67,cps-1
0,36,12,0,0,1,0,25243.55,23732.29,cps-1
0,41,14,0,0,1,0,25243.55,16624.42,cps-1
0,36,12,0,0,1,0,25243.55,25564.67,cps-1
0,23,10,0,0,0,1,15985.79,15545.68,cps-1
0,22,12,0,0,1,0,22704.87,25564.67,cps-1
0,22,16,0,0,0,0,11497.45,25564.67,cps-1
0,30,16,0,0,1,0,25243.55,25564.67,cps-1
0,23,10,0,0,1,1,25243.55,25564.67,cps-1
0,29,12,0,0,1,0,25243.55,0,cps-1
0,37,12,0,0,1,0,25243.55,25564.67,cps-1
0,36,12,1,0,1,0,25243.55,25564.67,cps-1
0,27,14,1,0,1,0,0,0,cps-1
0,55,8,1,0,1,1,25243.55,0,cps-1
0,26,12,0,0,1,0,24108.48,25564.67,cps-1
0,23,15,0,0,0,0,606.9194,14797.95,cps-1
0,31,12,0,0,1,0,25243.55,0,cps-1
0,40,12,0,0,1,0,17097.58,20983.72,cps-1
0,17,10,0,0,0,1,571.1129,10181.54,cps-1
0,16,8,0,0,1,1,0,4914.919,cps-1
0,48,12,0,0,1,0,25243.55,0,cps-1
0,52,18,0,0,1,0,25243.55,24701.68,cps-1
0,25,12,0,0,0,0,8880,21950.15,cps-1
0,20,12,0,0,0,0,7095.048,17407.62,cps-1
0,37,12,0,0,1,0,25243.55,25564.67,cps-1
0,24,14,0,0,1,0,24774.48,24175.61,cps-1
0,48,12,0,0,1,0,19740.1,11161.27,cps-1
0,18,12,0,0,0,0,5893.742,9312.633,cps-1
0,16,9,0,0,0,1,1670.371,10642.59,cps-1
0,28,15,0,0,1,0,11637.1,12735.05,cps-1
0,28,12,0,0,0,0,2318.468,7227.561,cps-1
0,20,12,0,0,0,0,3428.468,8672.777,cps-1
0,34,12,0,0,1,0,25243.55,25564.67,cps-1
0,46,13,0,0,1,0,16852.31,19339.01,cps-1
0,28,10,0,0,1,1,14557.11,10480.04,cps-1
0,27,12,0,0,1,0,15452.27,19992.16,cps-1
0,35,9,0,0,1,1,15346.65,16747.08,cps-1
0,51,12,0,0,1,0,23222.27,22164.42,cps-1
0,16,9,1,0,0,1,0,0,cps-1
0,16,8,0,0,0,1,0,2559.422,cps-1
0,31,12,1,0,1,0,42.96774,11023.84,cps-1
0,42,12,0,0,1,0,25243.55,25564.67,cps-1
0,42,17,0,0,1,0,7046.71,11280.96,cps-1
0,30,12,0,0,1,0,19484.08,3954.396,cps-1
0,28,15,0,0,1,0,0,1411.229,cps-1
0,23,12,0,0,0,0,8235.484,7880.716,cps-1
0,24,16,0,0,0,0,15887.32,18177.51,cps-1
0,26,18,0,0,1,0,626.6129,22665.37,cps-1
0,28,12,0,0,0,0,25243.55,25564.67,cps-1
0,32,12,0,0,1,0,25243.55,25564.67,cps-1
0,30,8,0,0,1,1,14977.84,25564.67,cps-1
0,53,12,0,0,0,0,25243.55,20187.22,cps-1
0,34,16,0,0,1,0,25243.55,5396.657,cps-1
0,24,16,0,0,1,0,18434.95,21574.81,cps-1
0,22,12,0,0,1,0,10604.08,15957.97,cps-1
0,27,16,0,0,0,0,25243.55,25564.67,cps-1
0,26,16,0,0,0,0,2941.5,25564.67,cps-1
0,26,12,0,0,1,0,14818.5,2866.79,cps-1
0,33,11,0,0,1,1,2236.113,10732.73,cps-1
0,19,12,0,0,0,0,4402.403,17444.56,cps-1
0,27,12,0,0,1,0,18882.53,13982.25,cps-1
0,52,12,0,0,1,0,1790.323,0,cps-1
0,48,12,0,0,1,0,25243.55,25564.67,cps-1
0,22,15,0,0,0,0,3018.484,8341.767,cps-1
0,20,14,0,0,0,0,5245.645,1672.786,cps-1
0,19,13,0,0,0,0,153.9677,4877.975,cps-1
0,51,12,0,0,1,0,10391.03,12108.49,cps-1
0,19,12,0,0,0,0,3199.306,3187.456,cps-1
0,23,12,0,0,0,0,24242.76,25564.67,cps-1
0,55,12,0,0,1,0,15441.53,17426.83,cps-1
0,42,12,0,0,1,0,25243.55,25564.67,cps-1
0,25,15,0,1,0,0,3043.548,13739.9,cps-1
0,21,14,1,0,0,0,5363.806,7882.194,cps-1
